Summons Number,Registration State,Plate Type,Issue Date,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Violation Precinct,Issuer Precinct,Issuer Code,Violation Time,Front Of Or Opposite,From Hours In Effect,To Hours In Effect,Vehicle Year,Feet From Curb,Violation Code
2526834158,NY,PAS,7/10/2017,SDN,NISSA,S,29090,57190,62695,113,0,588810,0937A,O,0930A,1130A,2013,0,21
2510632580,NY,PAS,7/13/2017,SUBN,JEEP,P,0,74750,0,46,2,160357,1206P,,ALL,ALL,2013,0,20
2527482493,NY,PAS,6/14/2017,SUBN,MITSU,P,37030,14230,14280,63,63,961074,0600P,F,ALL,ALL,2002,0,98
2513860322,NY,PAS,5/31/2017,,HONDA,P,17130,58590,23940,107,107,953824,1105P,F,ALL,ALL,0,0,98
2515540074,PA,PAS,6/30/2017,SUBN,FORD,P,86530,83730,19830,73,802,962896,0810A,F,0800A,0930A,0,0,21
2523877262,NY,PAS,6/14/2017,SDN,MAZDA,P,22890,18510,25908,121,121,948951,0650A,F,ALL,ALL,2016,5,40
2515335484,NY,PAS,5/24/2017,SDN,NISSA,F,35730,14080,14130,70,530,921109,1226P,F,ALL,ALL,2016,0,40
2513719829,NY,PAS,7/13/2017,SUBN,DODGE,P,49690,27235,27240,105,105,956719,0820P,F,ALL,ALL,2017,0,19
2523875988,NY,PAS,7/18/2017,SUBN,JEEP,P,29150,52250,32440,121,121,961676,0233P,F,ALL,ALL,2009,0,20
2515955680,NY,PAS,6/18/2018,SDN,HYUND,X,25645,45100,32625,19,977,622660,0149A,F,ALL,ALL,2010,0,20
2525343799,NY,OMS,6/12/2017,SUBN,JEEP,P,12220,52730,0,75,3,160620,1120A,O,1100A,1230P,2017,0,21
2513711035,NY,PAS,7/4/2017,SUBN,NISSA,P,60790,33540,33640,100,100,941019,0100P,O,ALL,ALL,2011,0,19
2510633858,NY,PAS,7/15/2017,FOUR,BMW,P,57840,15920,0,45,2,160696,0617P,,ALL,ALL,2007,0,14
2526829290,NY,PAS,6/22/2017,,NISSA,S,51090,24740,24790,103,0,620510,0310A,F,0300A,0600A,2003,0,21
2518785409,NY,PAS,6/11/2017,SDN,NISSA,P,31390,28460,35290,101,101,945806,1140A,F,ALL,ALL,2003,0,46
2490365627,NY,PAS,6/19/2017,SUBN,CHEVR,P,26230,36530,36580,67,67,953758,0915A,F,ALL,ALL,2017,0,40
2432497035,NY,PAS,6/7/2017,SUBN,JEEP,P,19620,25390,22450,25,805,953734,0144A,F,ALL,ALL,2006,2,40
2518803946,NY,PAS,6/11/2017,SDN,VOLKS,P,64151,49295,65617,100,102,953224,0603P,O,ALL,ALL,2002,0,20
2525407145,99,999,6/26/2017,SUBN,HONDA,P,0,0,0,110,3,260257,1009A,O,ALL,ALL,0,0,20
2527574338,PA,PAS,6/11/2017,SUBN,TOYOT,P,11820,9130,49030,43,43,959071,0355A,F,ALL,ALL,0,0,98
2526816021,PA,PAS,7/6/2017,SDN,NISSA,S,40930,60830,74230,71,0,589298,0747A,F,0730A,0800A,0,0,21
2527604507,NY,PAS,6/22/2017,VAN,FORD,P,20720,26640,26670,44,44,928220,0835A,F,ALL,ALL,1996,0,46
2525127793,NY,PAS,7/2/2017,SDN,HYUND,P,55960,12550,12550,45,45,450299,0802P,,ALL,ALL,2007,0,63
2512749761,NY,PAS,6/22/2017,VAN,FORD,S,56825,35430,35480,70,0,589381,0816A,F,ALL,ALL,2014,0,14
2513761974,NY,PAS,7/8/2017,SUBN,CHEVR,P,23040,20790,20890,113,113,957912,0845A,F,ALL,ALL,2002,0,40
2527430507,NY,PAS,6/18/2017,SUBN,FORD,P,34930,14730,14780,61,61,935899,0658A,F,ALL,ALL,2012,0,40
2497678962,NY,PAS,6/14/2017,SDN,LINCO,P,0,0,0,103,103,950019,0534P,,ALL,ALL,2007,0,19
2469263295,NY,PAS,7/14/2017,SDN,TOYOT,P,62200,32390,32590,100,100,962164,0437A,O,ALL,ALL,2009,0,14
2525249515,NY,PAS,6/29/2017,SDN,HONDA,P,36450,10610,10810,32,32,941136,1201P,O,1133A,ALL,2016,0,21
2525126021,NY,PAS,7/3/2017,SUBN,DODGE,P,0,40404,40404,45,45,960482,0238A,O,ALL,ALL,2017,0,98
2514004226,NY,PAS,7/3/2017,,BMW,P,19990,59025,50690,103,103,952012,0836A,F,ALL,ALL,2010,0,98
2510511832,NY,PAS,7/12/2017,CONV,MINI,K,20830,0,0,34,1,160695,1030P,,1000P,0600A,2008,0,14
2515963343,NY,ORG,6/18/2017,SDN,BMW,X,25645,13113,13113,19,977,622660,0834A,O,ALL,ALL,2017,0,20
2527572512,NY,PAS,6/14/2017,SUBN,DODGE,P,65120,57270,53140,0,43,950832,0928A,F,ALL,ALL,2006,7,40
2527343523,NY,PAS,6/15/2017,SUBN,CHEVR,P,86730,88730,70830,76,76,946200,1211P,F,ALL,ALL,2007,0,14
2518791203,NY,PAS,7/15/2017,SDN,NISSA,P,30390,41790,39610,101,101,961293,0607A,F,ALL,ALL,2012,0,20
2518780061,NY,PAS,7/4/2017,SUBN,LINCO,P,30240,39790,38690,101,101,953946,0410P,O,ALL,ALL,2004,0,14
2516227154,NY,PAS,7/2/2017,SDN,SUBAR,P,36420,27120,27150,46,46,957202,0452A,O,ALL,ALL,2007,0,46
2515727453,NY,PAS,6/16/2017,SUBN,BUICK,P,51090,26240,26340,105,105,931865,0800A,O,ALL,ALL,2008,0,19
2523578726,NY,PAS,6/3/2017,SUBN,,P,55730,85330,83330,79,79,954443,1245P,F,ALL,ALL,2002,0,98
2513764721,NY,PAS,7/6/2017,SDN,HONDA,P,0,0,0,113,113,947740,0057A,,ALL,ALL,2015,0,19
2524439916,NY,PAS,6/23/2017,SDN,FORD,P,0,0,0,75,504,332045,0924A,O,0900A,1030A,1999,0,21
2514688000,NY,PAS,7/9/2017,SUBN,CADIL,P,73110,72730,69330,73,139,938382,0410P,O,ALL,ALL,2002,0,98
2510602291,NY,PAS,7/4/2017,SDN,TOYOT,K,11210,0,0,123,5,160579,0529P,,ALL,ALL,2016,0,20
2525128517,NY,PAS,6/24/2017,SUBN,TOYOT,P,45520,68100,71920,45,45,944805,1212A,F,ALL,ALL,2017,0,98
2497186214,NY,PAS,6/19/2017,SDN,JEEP,X,17390,13113,31710,13,839,111165,1200P,F,1100A,0200P,2014,0,20
2515726041,NY,PAS,6/30/2017,SDN,HONDA,P,0,0,0,105,105,949775,0900P,,ALL,ALL,2001,0,14
2469259814,NY,PAS,6/10/2017,SDN,FORD,P,34190,55450,57290,100,100,921907,0500A,O,,,1999,0,20
2527162152,NY,PAS,6/25/2017,SDN,CHRYS,P,16860,50,34126,123,123,921521,0525A,,ALL,ALL,2006,0,14
2527599232,NY,PAS,6/24/2017,SDN,ACURA,P,13820,26730,70420,47,47,958724,0255A,F,ALL,ALL,2015,0,46
2510448806,NJ,PAS,7/4/2017,SUBN,DODGE,P,29370,0,0,25,1,160347,0711P,O,ALL,ALL,0,0,14
2516675795,NY,PAS,7/3/2017,SDN,NISSA,S,12520,27120,27150,48,0,671794,0946A,F,0830A,1000A,2006,0,21
2510509015,NY,PAS,6/17/2017,SDN,HYUND,K,11700,0,0,34,1,160457,1126A,F,ALL,ALL,0,0,20
2527352731,NY,PAS,6/16/2017,SUBN,HONDA,P,0,0,0,76,76,952287,0500A,,ALL,ALL,2007,0,14
2523769891,SC,PAS,6/29/2017,SDN,LEXUS,S,53790,24690,24740,103,0,582642,0313A,F,0300A,0600A,0,0,21
2523523981,GA,PAS,6/22/2017,SDN,PONTI,S,58590,51590,14890,107,0,594519,1058A,O,1030A,1200P,0,0,21
2510452054,NY,999,7/4/2017,SDN,TOYOT,P,29370,0,0,25,1,160347,0738P,O,ALL,ALL,0,0,14
2510509655,NY,PAS,6/26/2017,SDN,HONDA,P,0,0,0,34,1,160695,0945P,F,ALL,ALL,2017,0,14
2516962292,NY,PAS,6/28/2017,SDN,LEXUS,P,51090,23650,23650,103,103,949338,1014A,F,ALL,ALL,2002,0,14
2527619705,NY,PAS,6/27/2017,SDN,SUZUK,P,77150,28710,28740,47,47,959077,0935P,F,ALL,ALL,2011,0,46
2510448897,NY,PAS,7/4/2017,SUBN,MERCU,P,29370,0,0,25,1,160347,0705P,O,ALL,ALL,2005,0,14
2510329744,NY,PAS,6/19/2017,SDN,CHEVR,S,19390,40404,40404,100,0,686295,1155A,F,1130A,0100P,2002,0,21
2522943609,NY,PAS,6/16/2017,SUBN,LEXUS,P,90880,76330,70165,60,60,961926,0915A,O,ALL,ALL,2016,0,14
2527596899,NY,PAS,6/18/2017,SDN,ACURA,P,77150,57920,28890,47,47,0,1009A,F,ALL,ALL,2002,0,14
2517404588,PA,PAS,6/30/2017,SDN,FORD,P,0,40404,40404,32,806,952593,0409P,F,ALL,ALL,0,0,19
2527176394,NY,PAS,7/8/2017,SUBN,JEEP,P,0,40404,40404,123,123,949099,1109P,F,ALL,ALL,2015,1,40
2514750342,FL,PAS,7/11/2017,SUBN,TOYOT,P,19390,27790,24890,25,805,957319,0440P,F,ALL,ALL,0,1,40
2513800878,NY,PAS,6/9/2017,VAN,NISSA,P,16190,16290,16490,107,107,946315,0900A,F,ALL,ALL,2016,0,98
2523860367,NY,PAS,6/30/2017,SUBN,HONDA,P,10320,63010,24570,45,0,958884,0145A,F,ALL,ALL,2009,0,46
2513859263,NY,PAS,7/12/2017,SDN,INFIN,P,0,40404,40404,107,107,960993,0255P,F,ALL,ALL,1999,0,98
2445972190,NY,PAS,7/17/2017,VAN,CHRYS,X,26130,56820,52120,40,14,101185,1244P,F,ALL,ALL,2008,0,20
2527538863,NY,PAS,6/22/2017,SDN,ME/BE,P,9620,22920,40320,49,49,959331,1048P,F,ALL,ALL,2013,0,46
2469260193,NY,PAS,7/4/2017,SDN,,P,40890,40890,0,100,100,937135,0945P,,ALL,ALL,1998,0,14
2515129392,TN,PAS,7/4/2017,P-U,TOYOT,P,78230,73650,48030,90,90,956541,1115P,F,ALL,ALL,2005,0,46
2524551710,NY,PAS,6/10/2017,VAN,CHEVR,P,19090,10210,10110,23,401,901656,0430P,O,ALL,ALL,2003,0,19
2527539132,NY,PAS,6/4/2017,SDN,BMW,P,40620,31520,57720,49,49,944236,1025A,F,ALL,ALL,2007,0,98
2469260533,NY,PAS,6/29/2017,SDN,ME/BE,P,33540,62200,60790,100,100,947502,0959A,O,0830A,1000A,2007,0,21
2510449361,NY,PAS,7/4/2017,SUBN,SAAB,K,29370,13570,0,25,1,160638,0729P,,ALL,ALL,2008,0,20
2510336943,NY,PAS,6/30/2017,SDN,SMART,S,51090,26540,65830,105,0,554320,0735A,F,0730A,0800A,2011,0,21
2479028677,NY,PAS,6/26/2017,SDN,HONDA,X,0,0,0,0,0,0,0845P,,ALL,ALL,2002,0,14
2514948759,PA,PAS,7/6/2017,SDN,BMW,P,35730,14330,14380,61,0,359320,1158A,F,1130A,0100P,0,0,21
2524430319,NY,PAS,6/21/2017,SDN,BMW,P,38430,69330,50830,73,883,330391,0718A,F,0700A,1000A,2002,0,14
2525157438,NY,PAS,6/16/2017,SDN,HONDA,P,21820,27540,27570,52,52,961191,0433A,F,ALL,ALL,1997,4,40
2513720743,NY,PAS,6/27/2017,SUBN,ACURA,P,0,0,0,105,105,955931,0345A,,ALL,ALL,2013,0,40
2527808258,NY,PAS,6/13/2017,SDN,HONDA,P,0,0,0,7,7,950755,0827A,,ALL,ALL,2014,0,40
2526816235,NY,PAS,6/29/2017,,ACURA,S,51090,24440,24540,103,0,620510,0310A,F,0300A,0600A,2010,0,21
2527587758,NY,PAS,7/5/2017,SDN,HONDA,P,77150,15920,73420,47,47,758289,0220A,F,ALL,ALL,2006,0,46
2499898242,NY,PAS,6/29/2017,SUBN,JEEP,X,29620,24790,30915,43,0,143,0822P,F,ALL,ALL,2012,2,40
2518782633,99,PAS,7/4/2017,SUBN,FORD,P,31070,35290,41700,101,101,959112,0358A,F,ALL,ALL,0,0,14
2455898236,NY,PAS,6/29/2017,SDN,HONDA,B,5065,0,0,109,0,536320,1205A,O,ALL,ALL,2004,0,14
2523316859,NY,PAS,6/24/2017,SDN,HONDA,P,44330,88030,94930,75,75,955499,0545P,F,ALL,ALL,2013,0,98
2523858875,NY,OMT,7/9/2017,SUBN,ACURA,P,60520,23800,62420,43,808,961264,0640P,F,ALL,ALL,2008,0,40
2516704163,NY,PAS,7/3/2017,SDN,HONDA,P,97540,35780,35780,113,0,45323,0125P,F,ALL,ALL,2015,0,14
2526829052,NY,PAS,6/29/2017,SDN,TOYOT,S,23040,49690,17790,103,0,695240,0847A,O,0830A,1000A,2011,0,21
2515742946,NY,PAS,6/30/2017,SDN,TOYOT,P,0,40404,40404,0,102,955694,0212P,F,ALL,ALL,2005,0,19
2527489177,NY,PAS,7/11/2017,SUBN,CHRYS,P,0,0,0,63,63,945298,0938P,F,ALL,ALL,2007,0,20
2518775859,NY,PAS,6/24/2017,VAN,FORD,P,31070,35290,41700,101,101,962895,0328A,O,ALL,ALL,2004,0,20
2513859287,NY,PAS,6/19/2017,SUBN,HONDA,P,24240,15840,15940,107,107,960993,0725A,F,ALL,ALL,2003,0,98
2515285650,NY,PAS,6/26/2017,SUBN,BMW,F,81330,28390,93330,84,224,911901,0600P,O,ALL,ALL,2017,0,14
2510511821,NY,PAS,7/12/2017,SDN,HONDA,K,34170,40404,40404,34,1,160695,0940P,O,ALL,ALL,2013,0,14
2515090591,NY,PAS,6/24/2017,SUBN,FORD,P,13610,37630,37690,34,136,950985,0842P,F,ALL,ALL,2016,0,46
2513659391,NY,PAS,6/17/2017,SUBN,DODGE,P,19740,53790,19990,106,106,939961,0435P,F,ALL,ALL,2011,0,46
2523864292,NY,PAS,6/28/2017,SUBN,BMW,P,39000,25555,33113,121,121,925790,1125A,F,ALL,ALL,2017,0,46
2527607941,NY,PAS,6/11/2017,SUBN,GMC,P,55960,12550,12550,45,163,952676,0817P,,ALL,ALL,2003,0,63
2527427482,NY,PAS,6/9/2017,SDN,VOLKS,P,34930,14730,14780,61,61,926826,0302A,O,ALL,ALL,2009,0,40
2513658555,NY,PAS,6/21/2017,SDN,HONDA,P,21140,19990,20240,106,106,937204,0534A,,ALL,ALL,2005,0,98
2514742062,NJ,PAS,6/25/2017,SDN,TOYOT,P,13610,17250,17270,5,804,959325,0400P,F,ALL,ALL,2011,0,19
2518787977,NY,PAS,7/8/2017,SDN,PONTI,P,30240,39790,38690,101,101,960716,0145P,O,ALL,ALL,2005,0,46
2524978293,NY,PAS,6/26/2017,SDN,NISSA,P,13820,24320,21090,47,47,947565,1050P,,ALL,ALL,2007,0,98
2497187747,NY,PAS,6/21/2017,SUBN,JEEP,X,12310,17310,10555,13,839,111101,0240A,F,1000P,0700A,2016,0,14
2475543956,NY,PAS,6/20/2017,SUBN,KIA,X,11800,53630,93250,84,972,426716,1050A,F,ALL,ALL,2017,0,14
2523681756,NY,PAS,7/5/2017,SDN,BMW,S,16140,7990,8190,115,0,696005,1155A,F,1130A,0100P,2003,0,21
2525350319,NJ,PAS,7/11/2017,SUBN,CHEVR,K,0,0,0,94,4,161053,0950P,F,ALL,ALL,0,0,14
2527586906,NY,PAS,6/25/2017,P-U,DODGE,P,55960,12550,12550,163,163,956669,0801P,F,ALL,ALL,2004,0,63
2527178641,NY,PAS,6/14/2017,SDN,DODGE,P,33650,0,0,123,123,940249,0217P,,ALL,ALL,2013,0,40
2516959876,NY,OMT,6/14/2017,SUBN,TOYOT,P,64790,28265,0,103,103,959271,0607P,F,ALL,ALL,2006,0,14
2518783206,NY,PAS,6/17/2017,SUBN,NISSA,P,47690,29040,37390,101,101,944591,0011A,F,ALL,ALL,2001,0,98
2514942277,NY,PAS,6/26/2017,SUBN,LEXUS,P,5430,10830,10880,68,0,361308,0114P,F,0700A,0700P,2017,0,20
2523846690,NY,PAS,6/24/2017,SUBN,HONDA,P,28380,6950,63190,47,0,946900,1223P,F,ALL,ALL,0,0,20
2513719502,NY,PAS,7/14/2017,SDN,AUDI,P,0,0,0,105,105,956530,0525P,,ALL,ALL,2006,0,19
2527479378,NY,PAS,6/20/2017,SUBN,TOYOT,P,61000,9370,63870,63,63,952218,1025P,F,ALL,ALL,2015,0,46
2526815851,NY,PAS,7/10/2017,SDN,ACURA,S,18040,24090,24140,103,0,686996,0758A,F,ALL,ALL,2014,0,20
2523867396,NY,PAS,7/17/2017,P-U,TOYOT,P,0,0,0,121,121,925790,0228P,,ALL,ALL,2008,0,46
2525157450,NY,PAS,7/6/2017,SUBN,HONDA,P,27480,70720,14620,52,52,961191,0113A,F,ALL,ALL,2012,0,20
2484971056,NY,PAS,7/7/2017,SDN,LEXUS,X,54530,75930,49730,60,985,100404,1151A,F,1130A,0100P,2012,0,21
2513717857,NY,PAS,7/6/2017,SDN,HONDA,P,63290,22190,22280,105,105,960952,0927P,F,ALL,ALL,2016,0,19
2527465963,NY,PAS,6/15/2017,SDN,TOYOT,P,14080,36780,86030,63,63,960225,0615A,F,ALL,ALL,2011,0,98
2527427536,NY,PAS,7/3/2017,SDN,NISSA,P,14480,35630,35680,61,61,923620,0523A,F,ALL,ALL,2016,0,98
2510881131,NY,PAS,6/25/2017,SDN,HONDA,P,71750,10920,48820,41,41,955313,0530P,O,ALL,ALL,2016,0,19
2469261316,NY,PAS,6/11/2017,SDN,NISSA,P,62200,33525,33640,100,100,961649,0940A,F,,,2015,0,20
2469262515,NY,PAS,7/4/2017,SUBN,HYUND,P,33990,57970,60790,100,100,954038,0634P,O,ALL,ALL,2012,0,14
2515750829,NY,PAS,7/5/2017,SUBN,FORD,P,63290,22190,22280,105,105,951049,0200P,F,ALL,ALL,2005,0,19
2516696018,NY,PAS,7/11/2017,VAN,TOYOT,P,0,0,0,0,302,47392,0009P,F,ALL,ALL,0,0,19
2511225155,FL,PAS,7/9/2017,SDN,MAZDA,P,5085,40404,40404,103,108,952658,0135A,F,ALL,ALL,0,0,20
2467318901,NY,PAS,7/12/2017,SDN,MAZDA,P,26630,37880,37930,67,67,933410,1046P,F,ALL,ALL,2017,0,19
2524440155,99,PAS,6/23/2017,SDN,TOYOT,P,38730,52730,17590,75,504,332045,0720A,F,ALL,ALL,2007,0,20
2446767620,NY,OMT,6/9/2017,SDN,HONDA,P,60535,21130,34230,84,0,918589,0455P,,ALL,ALL,2013,0,40
2515279572,PA,PAS,5/31/2017,SDN,BMW,F,0,40404,40404,67,647,918231,0217P,F,ALL,ALL,0,0,40
2497187705,NY,PAS,6/20/2017,SDN,ME/BE,X,0,0,0,13,839,111101,0305A,F,1000P,0700A,2015,0,14
2455898224,NY,PAS,6/27/2017,SUBN,SUZUK,B,5065,0,0,109,0,536320,1245A,O,ALL,ALL,2001,0,14
2511006731,NY,PAS,6/29/2017,SUBN,DODGE,P,0,0,0,40,40,950720,0350A,,ALL,ALL,2017,0,40
2510654862,NJ,PAS,7/4/2017,,TOYOT,K,72630,5530,5630,78,4,160199,0306P,,ALL,ALL,0,0,20
2511999721,NY,PAS,7/11/2017,SDN,HONDA,S,0,0,0,101,0,635760,1140A,F,1130A,0100P,2005,0,21
2515726527,NY,PAS,7/10/2017,SUBN,FORD,P,49190,26730,26840,105,105,917655,0402P,F,ALL,ALL,1998,0,19
2527494411,NY,PAS,6/22/2017,SDN,BMW,P,20530,56530,75530,84,0,961061,0130A,O,ALL,ALL,2002,0,14
2513840591,NY,PAS,7/10/2017,SUBN,SUBAR,P,0,0,0,107,107,952934,0425P,O,ALL,ALL,2015,0,40
2515529039,NY,PAS,7/10/2017,SDN,NISSA,P,92930,19830,34330,75,802,960324,0242A,,ALL,ALL,2016,0,40
2513837850,NY,PAS,6/18/2017,SDN,HONDA,P,25190,35780,41700,107,107,957819,0546A,F,ALL,ALL,1991,0,14
2516873580,NY,PAS,6/12/2017,SDN,KIA,P,47390,24040,24090,107,107,929589,0955A,F,ALL,ALL,2015,0,40
2518791190,NY,PAS,7/15/2017,SUBN,HONDA,P,39790,59540,47690,101,101,961293,0559A,F,ALL,ALL,2006,8,40
2517015904,NY,PAS,7/6/2017,VAN,FORD,P,0,40404,40404,1,101,929969,1003A,F,ALL,ALL,2006,0,14
2527586894,NY,PAS,6/24/2017,SDN,HONDA,P,55960,12550,12550,45,163,946515,0810P,O,ALL,ALL,2002,0,63
2526816521,FL,PAS,7/10/2017,,BMW,S,25070,18290,51090,103,0,580054,1200P,F,1130A,0100P,0,0,21
2526820137,NY,PAS,7/18/2017,SUBN,FORD,S,62990,64790,23140,103,0,580054,0948A,F,0930A,1100A,2010,0,21
2517951089,NY,PAS,6/30/2017,SUBN,FORD,P,37080,37130,14630,63,63,959173,0845A,O,ALL,ALL,2009,0,14
2510603556,NY,PAS,7/3/2017,SUBN,FORD,K,0,0,0,122,5,160098,0125A,,ALL,ALL,2002,0,63
2524444857,NY,OMS,7/14/2017,SUBN,JEEP,P,45430,73350,42730,75,504,332045,0821A,F,0800A,0930A,2017,0,21
2510634127,NY,PAS,6/30/2017,SDN,NISSA,P,34220,26880,11190,42,2,161495,0951A,O,0900A,1030A,2013,0,21
2526828584,NY,PAS,7/12/2017,SDN,HONDA,S,44690,54330,20240,113,0,588810,0937A,F,0930A,1100A,2010,0,21
2525157499,NY,PAS,6/16/2017,SUBN,TOYOT,P,0,0,0,52,52,961191,0410A,O,ALL,ALL,2011,0,20
2527390278,99,OMT,6/14/2017,SUBN,TOYOT,P,29630,35580,35630,70,70,955171,0113P,O,ALL,ALL,2016,0,98
2516695952,NY,PAS,7/16/2017,SUBN,CHEVR,P,97530,97523,97533,115,302,47911,0855P,F,ALL,ALL,2014,0,14
2517276422,NY,PAS,6/28/2017,P-U,CHEVR,P,38760,18510,37890,122,122,953835,0845P,F,ALL,ALL,2015,0,20
2524439783,NY,PAS,6/23/2017,SDN,CHRYS,P,39830,65330,45430,75,504,332045,0838A,F,0800A,0930A,2004,0,21
2524439910,NY,PAS,6/23/2017,SUBN,HONDA,P,44330,76630,45430,75,504,332045,0922A,F,0900A,1030A,2015,0,21
2515538632,NY,PAS,6/29/2017,SUBN,GMC,P,0,0,0,77,802,954066,1117A,F,ALL,ALL,2003,0,46
2515090566,PA,PAS,6/24/2017,SDN,NISSA,P,26490,36190,36210,26,136,920923,0941P,O,ALL,ALL,0,0,46
2510881155,NY,PAS,6/25/2017,VAN,HONDA,P,71750,10920,48820,41,41,955313,0530P,O,ALL,ALL,2005,0,19
2497680904,NY,PAS,6/16/2017,SUBN,CHEVR,P,62990,24040,65390,103,103,939098,0914A,O,ALL,ALL,2004,0,40
2527176039,NY,PAS,7/12/2017,P-U,CHEVR,P,37400,18740,15650,123,123,945799,0300P,F,ALL,ALL,2016,0,20
2527784539,NY,PAS,5/18/2017,SUBN,ME/BE,P,30640,15510,20490,7,7,923851,1118A,F,ALL,ALL,2010,0,14
2510602461,NY,PAS,7/12/2017,SDN,,P,0,0,0,122,5,160250,1122P,,ALL,ALL,2003,0,63
2526816557,NY,PAS,7/11/2017,SDN,BMW,S,25050,49690,18140,103,0,580054,1141A,F,1130A,0100P,2009,0,21
2513408228,NY,PAS,7/4/2017,SUBN,CADIL,P,73030,90630,90580,62,62,956222,0750P,F,ALL,ALL,2004,0,40
2510399242,NY,PAS,6/22/2017,SUBN,HONDA,S,23190,57790,8990,109,0,501625,1106A,O,1100A,1230P,2014,0,21
2527490492,NY,PAS,7/4/2017,SDN,VOLKS,P,14630,40930,37080,63,63,945396,0103P,F,ALL,ALL,2010,0,14
2516264916,NY,PAS,6/26/2017,SDN,HONDA,P,13200,23295,39725,122,122,929117,1030P,O,ALL,ALL,2017,0,20
2525156227,NY,PAS,7/3/2017,SDN,NISSA,P,0,40404,40404,52,52,962370,0830P,F,ALL,ALL,2004,0,46
2513734752,NY,PAS,7/11/2017,SUBN,HONDA,P,0,0,0,107,107,943342,0719P,,ALL,ALL,0,0,14
2518777046,NY,PAS,7/3/2017,SDN,HYUND,P,56090,38190,48090,101,101,949065,0950A,F,ALL,ALL,2009,0,46
2497186287,PA,PAS,6/23/2017,SUBN,BMW,X,12310,17310,10555,13,839,111135,0534A,F,1000P,0700A,0,0,14
2527805980,NY,PAS,6/15/2017,SUBN,JEEP,P,29990,25490,15010,7,8,958083,0033A,,ALL,ALL,2016,4,40
2510778897,NY,PAS,6/25/2017,SDN,FORD,X,12600,12425,23800,45,0,105989,0733P,F,ALL,ALL,2009,0,46
2510484282,NY,PAS,7/4/2017,SUBN,TOYOT,K,29370,40404,40404,25,1,160178,0427P,F,ALL,ALL,2007,0,20
2525173985,NY,PAS,6/28/2017,SDN,TOYOT,P,28560,57320,45020,47,47,955923,1025P,F,ALL,ALL,2007,0,98
2525351863,NY,PAS,7/9/2017,SUBN,CHEVR,K,67730,75830,0,60,4,160693,0240P,F,ALL,ALL,2010,0,14
2469259346,PA,PAS,6/25/2017,SDN,HYUND,P,0,0,0,100,100,957481,0300P,,ALL,ALL,0,0,14
2523684563,NY,PAS,7/18/2017,SUBN,JEEP,S,28390,11290,11590,104,0,612361,0646A,F,ALL,ALL,2015,0,40
2527478945,NY,PAS,6/12/2017,SDN,HYUND,P,13980,36980,86630,63,63,943157,0440P,F,ALL,ALL,2001,0,19
2512158289,NY,PAS,6/29/2017,SDN,HYUND,P,13490,63130,63430,88,0,960563,1217P,F,ALL,ALL,2015,0,46
2518778794,NY,PAS,6/16/2017,SDN,CHEVR,P,30190,36290,61690,101,101,951023,1110P,F,ALL,ALL,2015,0,14
2513764768,NY,PAS,7/12/2017,SUBN,CHEVR,P,29090,57190,62695,113,113,956511,0615P,F,ALL,ALL,2015,0,46
2510452748,NY,PAS,6/25/2017,SDN,BMW,P,0,0,0,25,901,161461,1100A,O,ALL,ALL,2013,0,20
2524844051,NY,PAS,6/22/2017,SUBN,DODGE,P,7940,8590,8690,114,114,951728,1147A,F,ALL,ALL,2016,0,98
2510399321,NY,PAS,6/23/2017,SDN,HONDA,S,23190,29290,61390,109,0,501625,1119A,F,1100A,1230P,2004,0,21
2522948716,PA,PAS,6/23/2017,SDN,VOLVO,P,83630,91330,91380,60,60,958335,1005A,O,ALL,ALL,0,0,19
2513002763,PA,PAS,6/21/2017,SDN,BMW,S,15180,5280,5430,78,0,668046,0941A,F,0900A,1030A,0,0,21
2515724634,NY,PAS,6/9/2017,SDN,AUDI,P,55590,27090,27092,105,105,931865,1100A,F,ALL,ALL,2011,0,46
2513215066,NJ,PAS,6/29/2017,SDN,NISSA,P,35670,11710,13610,24,862,936373,0103P,O,ALL,ALL,0,0,46
2511971679,NY,PAS,7/13/2017,SDN,TOYOT,S,29573,67440,56090,101,0,921445,1207P,F,1130A,0100P,0,0,21
2515726770,NY,PAS,6/15/2017,SUBN,NISSA,P,55590,27094,27096,105,105,915643,1052A,F,ALL,ALL,2016,0,46
2525152581,NY,PAS,7/8/2017,SDN,ME/BE,P,67920,45120,66920,43,43,927864,0320A,O,ALL,ALL,2009,5,40
2511344970,NY,PAS,7/14/2017,SDN,LEXUS,P,65810,8540,63990,108,108,950011,0345P,O,ALL,ALL,2014,0,46
2461899065,NY,PAS,7/7/2017,SUBN,CHRYS,P,73720,40404,40404,52,7,0,1005A,F,ALL,ALL,2003,0,40
2527145774,NY,PAS,6/16/2017,P-U,,P,29157,18510,18510,123,123,944847,1137A,F,ALL,ALL,2017,0,98
2527548802,NY,PAS,7/3/2017,SDN,INFIN,P,0,40404,40404,40,40,932866,0555P,F,ALL,ALL,2006,0,46
2513719143,NY,PAS,6/30/2017,SDN,INFIN,P,0,0,0,105,105,952783,1105P,,ALL,ALL,2014,2,40
2510604135,NY,PAS,7/4/2017,SUBN,HONDA,K,0,0,0,122,5,160098,1219A,,ALL,ALL,2003,0,63
